coda,nucleus,onset,jyutping,tone
ng,oe,t,toeng1,1
ng,oe,t,toeng2,2
ng,oe,t,toeng3,3
ng,oe,t,toeng4,4
ng,oe,t,toeng5,5
ng,oe,t,toeng6,6
i,oe,t,toei1,1
i,oe,t,toei2,2
i,oe,t,toei3,3
i,oe,t,toei4,4
i,oe,t,toei5,5
i,oe,t,toei6,6
u,oe,t,toeu1,1
u,oe,t,toeu2,2
u,oe,t,toeu3,3
u,oe,t,toeu4,4
u,oe,t,toeu5,5
u,oe,t,toeu6,6
,oe,t,toe1,1
,oe,t,toe2,2
,oe,t,toe3,3
,oe,t,toe4,4
,oe,t,toe5,5
,oe,t,toe6,6
p,e,t,tep1,1
p,e,t,tep2,2
p,e,t,tep3,3
p,e,t,tep4,4
p,e,t,tep5,5
p,e,t,tep6,6
t,e,t,tet1,1
t,e,t,tet2,2
t,e,t,tet3,3
t,e,t,tet4,4
t,e,t,tet5,5
t,e,t,tet6,6
k,e,t,tek1,1
k,e,t,tek2,2
k,e,t,tek3,3
k,e,t,tek4,4
k,e,t,tek5,5
k,e,t,tek6,6
m,e,t,tem1,1
m,e,t,tem2,2
m,e,t,tem3,3
m,e,t,tem4,4
m,e,t,tem5,5
m,e,t,tem6,6
n,e,t,ten1,1
n,e,t,ten2,2
n,e,t,ten3,3
n,e,t,ten4,4
n,e,t,ten5,5
n,e,t,ten6,6
ng,e,t,teng1,1
ng,e,t,teng2,2
ng,e,t,teng3,3
ng,e,t,teng4,4
ng,e,t,teng5,5
ng,e,t,teng6,6
i,e,t,tei1,1
i,e,t,tei2,2
i,e,t,tei3,3
i,e,t,tei4,4
i,e,t,tei5,5
i,e,t,tei6,6
u,e,t,teu1,1
u,e,t,teu2,2
u,e,t,teu3,3
u,e,t,teu4,4
u,e,t,teu5,5
u,e,t,teu6,6
,e,t,te1,1
,e,t,te2,2
,e,t,te3,3
,e,t,te4,4
,e,t,te5,5
,e,t,te6,6
p,eo,t,teop1,1
p,eo,t,teop2,2
p,eo,t,teop3,3
p,eo,t,teop4,4
p,eo,t,teop5,5
p,eo,t,teop6,6
t,eo,t,teot1,1
t,eo,t,teot2,2
t,eo,t,teot3,3
t,eo,t,teot4,4
t,eo,t,teot5,5
t,eo,t,teot6,6
k,eo,t,teok1,1
k,eo,t,teok2,2
k,eo,t,teok3,3
k,eo,t,teok4,4
k,eo,t,teok5,5
k,eo,t,teok6,6
m,eo,t,teom1,1
m,eo,t,teom2,2
m,eo,t,teom3,3
m,eo,t,teom4,4
m,eo,t,teom5,5
m,eo,t,teom6,6
n,eo,t,teon1,1
n,eo,t,teon2,2
n,eo,t,teon3,3
n,eo,t,teon4,4
n,eo,t,teon5,5
n,eo,t,teon6,6
ng,eo,t,teong1,1
ng,eo,t,teong2,2
ng,eo,t,teong3,3
ng,eo,t,teong4,4
ng,eo,t,teong5,5
ng,eo,t,teong6,6
i,eo,t,teoi1,1
i,eo,t,teoi2,2
i,eo,t,teoi3,3
i,eo,t,teoi4,4
i,eo,t,teoi5,5
i,eo,t,teoi6,6
u,eo,t,teou1,1
u,eo,t,teou2,2
u,eo,t,teou3,3
u,eo,t,teou4,4
u,eo,t,teou5,5
u,eo,t,teou6,6
,eo,t,teo1,1
,eo,t,teo2,2
,eo,t,teo3,3
,eo,t,teo4,4
,eo,t,teo5,5
,eo,t,teo6,6
p,o,t,top1,1
p,o,t,top2,2
p,o,t,top3,3
p,o,t,top4,4
p,o,t,top5,5
p,o,t,top6,6
t,o,t,tot1,1
t,o,t,tot2,2
t,o,t,tot3,3
t,o,t,tot4,4
t,o,t,tot5,5
t,o,t,tot6,6
k,o,t,tok1,1
k,o,t,tok2,2
k,o,t,tok3,3
k,o,t,tok4,4
k,o,t,tok5,5
k,o,t,tok6,6
m,o,t,tom1,1
m,o,t,tom2,2
m,o,t,tom3,3
m,o,t,tom4,4
m,o,t,tom5,5
m,o,t,tom6,6
n,o,t,ton1,1
n,o,t,ton2,2
n,o,t,ton3,3
n,o,t,ton4,4
n,o,t,ton5,5
n,o,t,ton6,6
ng,o,t,tong1,1
ng,o,t,tong2,2
ng,o,t,tong3,3
ng,o,t,tong4,4
ng,o,t,tong5,5
ng,o,t,tong6,6
i,o,t,toi1,1
i,o,t,toi2,2
i,o,t,toi3,3
i,o,t,toi4,4
i,o,t,toi5,5
i,o,t,toi6,6
u,o,t,tou1,1
u,o,t,tou2,2
u,o,t,tou3,3
u,o,t,tou4,4
u,o,t,tou5,5
u,o,t,tou6,6
,o,t,to1,1
,o,t,to2,2
,o,t,to3,3
,o,t,to4,4
,o,t,to5,5
,o,t,to6,6
p,aa,k,kaap1,1
p,aa,k,kaap2,2
p,aa,k,kaap3,3
p,aa,k,kaap4,4
p,aa,k,kaap5,5
p,aa,k,kaap6,6
t,aa,k,kaat1,1
t,aa,k,kaat2,2
t,aa,k,kaat3,3
t,aa,k,kaat4,4
t,aa,k,kaat5,5
t,aa,k,kaat6,6
k,aa,k,kaak1,1
k,aa,k,kaak2,2
k,aa,k,kaak3,3
k,aa,k,kaak4,4
k,aa,k,kaak5,5
k,aa,k,kaak6,6
m,aa,k,kaam1,1
m,aa,k,kaam2,2
m,aa,k,kaam3,3
m,aa,k,kaam4,4
m,aa,k,kaam5,5
m,aa,k,kaam6,6
n,aa,k,kaan1,1
n,aa,k,kaan2,2
n,aa,k,kaan3,3
n,aa,k,kaan4,4
n,aa,k,kaan5,5
n,aa,k,kaan6,6
ng,aa,k,kaang1,1
ng,aa,k,kaang2,2
ng,aa,k,kaang3,3
ng,aa,k,kaang4,4
ng,aa,k,kaang5,5
ng,aa,k,kaang6,6
i,aa,k,kaai1,1
i,aa,k,kaai2,2
i,aa,k,kaai3,3
i,aa,k,kaai4,4
i,aa,k,kaai5,5
i,aa,k,kaai6,6
u,aa,k,kaau1,1
u,aa,k,kaau2,2
u,aa,k,kaau3,3
u,aa,k,kaau4,4
u,aa,k,kaau5,5
u,aa,k,kaau6,6
,aa,k,kaa1,1
,aa,k,kaa2,2
,aa,k,kaa3,3
,aa,k,kaa4,4
,aa,k,kaa5,5
,aa,k,kaa6,6
p,a,k,kap1,1
p,a,k,kap2,2
p,a,k,kap3,3
p,a,k,kap4,4
p,a,k,kap5,5
p,a,k,kap6,6
t,a,k,kat1,1
t,a,k,kat2,2
t,a,k,kat3,3
t,a,k,kat4,4
t,a,k,kat5,5
t,a,k,kat6,6
k,a,k,kak1,1
k,a,k,kak2,2
k,a,k,kak3,3
k,a,k,kak4,4
k,a,k,kak5,5
k,a,k,kak6,6
m,a,k,kam1,1
m,a,k,kam2,2
m,a,k,kam3,3
m,a,k,kam4,4
m,a,k,kam5,5
m,a,k,kam6,6
n,a,k,kan1,1
n,a,k,kan2,2
n,a,k,kan3,3
n,a,k,kan4,4
n,a,k,kan5,5
n,a,k,kan6,6
ng,a,k,kang1,1
ng,a,k,kang2,2
ng,a,k,kang3,3
ng,a,k,kang4,4
ng,a,k,kang5,5
ng,a,k,kang6,6
i,a,k,kai1,1
i,a,k,kai2,2
i,a,k,kai3,3
i,a,k,kai4,4
i,a,k,kai5,5
i,a,k,kai6,6
u,a,k,kau1,1
u,a,k,kau2,2
u,a,k,kau3,3
u,a,k,kau4,4
u,a,k,kau5,5
u,a,k,kau6,6
,a,k,ka1,1
,a,k,ka2,2
,a,k,ka3,3
,a,k,ka4,4
,a,k,ka5,5
,a,k,ka6,6
p,i,k,kip1,1
p,i,k,kip2,2
p,i,k,kip3,3
p,i,k,kip4,4
p,i,k,kip5,5
p,i,k,kip6,6
t,i,k,kit1,1
t,i,k,kit2,2
t,i,k,kit3,3
t,i,k,kit4,4
t,i,k,kit5,5
t,i,k,kit6,6
k,i,k,kik1,1
k,i,k,kik2,2
k,i,k,kik3,3
k,i,k,kik4,4
k,i,k,kik5,5
k,i,k,kik6,6
m,i,k,kim1,1
m,i,k,kim2,2
m,i,k,kim3,3
m,i,k,kim4,4
m,i,k,kim5,5
m,i,k,kim6,6
n,i,k,kin1,1
n,i,k,kin2,2
n,i,k,kin3,3
n,i,k,kin4,4
n,i,k,kin5,5
n,i,k,kin6,6
ng,i,k,king1,1
ng,i,k,king2,2
ng,i,k,king3,3
ng,i,k,king4,4
ng,i,k,king5,5
ng,i,k,king6,6
i,i,k,kii1,1
i,i,k,kii2,2
i,i,k,kii3,3
i,i,k,kii4,4
i,i,k,kii5,5
i,i,k,kii6,6
u,i,k,kiu1,1
u,i,k,kiu2,2
u,i,k,kiu3,3
u,i,k,kiu4,4
u,i,k,kiu5,5
u,i,k,kiu6,6
,i,k,ki1,1
,i,k,ki2,2
,i,k,ki3,3
,i,k,ki4,4
,i,k,ki5,5
,i,k,ki6,6
p,yu,k,kyup1,1
p,yu,k,kyup2,2
p,yu,k,kyup3,3
p,yu,k,kyup4,4
p,yu,k,kyup5,5
p,yu,k,kyup6,6
t,yu,k,kyut1,1
t,yu,k,kyut2,2
t,yu,k,kyut3,3
t,yu,k,kyut4,4
t,yu,k,kyut5,5
t,yu,k,kyut6,6
k,yu,k,kyuk1,1
k,yu,k,kyuk2,2
k,yu,k,kyuk3,3
k,yu,k,kyuk4,4
k,yu,k,kyuk5,5
k,yu,k,kyuk6,6
m,yu,k,kyum1,1
m,yu,k,kyum2,2
m,yu,k,kyum3,3
m,yu,k,kyum4,4
m,yu,k,kyum5,5
m,yu,k,kyum6,6
n,yu,k,kyun1,1
n,yu,k,kyun2,2
n,yu,k,kyun3,3
n,yu,k,kyun4,4
n,yu,k,kyun5,5
n,yu,k,kyun6,6
ng,yu,k,kyung1,1
ng,yu,k,kyung2,2
ng,yu,k,kyung3,3
ng,yu,k,kyung4,4
ng,yu,k,kyung5,5
ng,yu,k,kyung6,6
i,yu,k,kyui1,1
i,yu,k,kyui2,2
i,yu,k,kyui3,3
i,yu,k,kyui4,4
i,yu,k,kyui5,5
i,yu,k,kyui6,6
u,yu,k,kyuu1,1
u,yu,k,kyuu2,2
u,yu,k,kyuu3,3
u,yu,k,kyuu4,4
u,yu,k,kyuu5,5
u,yu,k,kyuu6,6
,yu,k,kyu1,1
,yu,k,kyu2,2
,yu,k,kyu3,3
,yu,k,kyu4,4
,yu,k,kyu5,5
,yu,k,kyu6,6
p,u,k,kup1,1
p,u,k,kup2,2
p,u,k,kup3,3
p,u,k,kup4,4
p,u,k,kup5,5
p,u,k,kup6,6
t,u,k,kut1,1
t,u,k,kut2,2
t,u,k,kut3,3
t,u,k,kut4,4
t,u,k,kut5,5
t,u,k,kut6,6
k,u,k,kuk1,1
k,u,k,kuk2,2
k,u,k,kuk3,3
k,u,k,kuk4,4
k,u,k,kuk5,5
k,u,k,kuk6,6
m,u,k,kum1,1
m,u,k,kum2,2
m,u,k,kum3,3
m,u,k,kum4,4
m,u,k,kum5,5
m,u,k,kum6,6
n,u,k,kun1,1
n,u,k,kun2,2
n,u,k,kun3,3
n,u,k,kun4,4
n,u,k,kun5,5
n,u,k,kun6,6
ng,u,k,kung1,1
ng,u,k,kung2,2
ng,u,k,kung3,3
ng,u,k,kung4,4
ng,u,k,kung5,5
ng,u,k,kung6,6
i,u,k,kui1,1
i,u,k,kui2,2
i,u,k,kui3,3
i,u,k,kui4,4
i,u,k,kui5,5
i,u,k,kui6,6
u,u,k,kuu1,1
u,u,k,kuu2,2
u,u,k,kuu3,3
u,u,k,kuu4,4
u,u,k,kuu5,5
u,u,k,kuu6,6
,u,k,ku1,1
,u,k,ku2,2
,u,k,ku3,3
,u,k,ku4,4
,u,k,ku5,5
,u,k,ku6,6
p,oe,k,koep1,1
p,oe,k,koep2,2
p,oe,k,koep3,3
p,oe,k,koep4,4
p,oe,k,koep5,5
p,oe,k,koep6,6
t,oe,k,koet1,1
t,oe,k,koet2,2
t,oe,k,koet3,3
t,oe,k,koet4,4
t,oe,k,koet5,5
t,oe,k,koet6,6
k,oe,k,koek1,1
k,oe,k,koek2,2
k,oe,k,koek3,3
k,oe,k,koek4,4
k,oe,k,koek5,5
k,oe,k,koek6,6
m,oe,k,koem1,1
m,oe,k,koem2,2
m,oe,k,koem3,3
m,oe,k,koem4,4
m,oe,k,koem5,5
m,oe,k,koem6,6
n,oe,k,koen1,1
n,oe,k,koen2,2
n,oe,k,koen3,3
n,oe,k,koen4,4
n,oe,k,koen5,5
n,oe,k,koen6,6
ng,oe,k,koeng1,1
ng,oe,k,koeng2,2
ng,oe,k,koeng3,3
ng,oe,k,koeng4,4
ng,oe,k,koeng5,5
ng,oe,k,koeng6,6
i,oe,k,koei1,1
i,oe,k,koei2,2
i,oe,k,koei3,3
i,oe,k,koei4,4
i,oe,k,koei5,5
i,oe,k,koei6,6
u,oe,k,koeu1,1
u,oe,k,koeu2,2
u,oe,k,koeu3,3
u,oe,k,koeu4,4
u,oe,k,koeu5,5
u,oe,k,koeu6,6
,oe,k,koe1,1
,oe,k,koe2,2
,oe,k,koe3,3
,oe,k,koe4,4
,oe,k,koe5,5
,oe,k,koe6,6
p,e,k,kep1,1
p,e,k,kep2,2
p,e,k,kep3,3
p,e,k,kep4,4
p,e,k,kep5,5
p,e,k,kep6,6
t,e,k,ket1,1
t,e,k,ket2,2
t,e,k,ket3,3
t,e,k,ket4,4
t,e,k,ket5,5
t,e,k,ket6,6
k,e,k,kek1,1
k,e,k,kek2,2
k,e,k,kek3,3
k,e,k,kek4,4
k,e,k,kek5,5
k,e,k,kek6,6
m,e,k,kem1,1
m,e,k,kem2,2
m,e,k,kem3,3
m,e,k,kem4,4
m,e,k,kem5,5
m,e,k,kem6,6
n,e,k,ken1,1
n,e,k,ken2,2
n,e,k,ken3,3
n,e,k,ken4,4
n,e,k,ken5,5
n,e,k,ken6,6
ng,e,k,keng1,1
ng,e,k,keng2,2
ng,e,k,keng3,3
ng,e,k,keng4,4
ng,e,k,keng5,5
ng,e,k,keng6,6
i,e,k,kei1,1
i,e,k,kei2,2
i,e,k,kei3,3
i,e,k,kei4,4
i,e,k,kei5,5
i,e,k,kei6,6
u,e,k,keu1,1
u,e,k,keu2,2
u,e,k,keu3,3
u,e,k,keu4,4
u,e,k,keu5,5
u,e,k,keu6,6
,e,k,ke1,1
,e,k,ke2,2
,e,k,ke3,3
,e,k,ke4,4
,e,k,ke5,5
,e,k,ke6,6
p,eo,k,keop1,1
p,eo,k,keop2,2
p,eo,k,keop3,3
p,eo,k,keop4,4
p,eo,k,keop5,5
p,eo,k,keop6,6
t,eo,k,keot1,1
t,eo,k,keot2,2
t,eo,k,keot3,3
t,eo,k,keot4,4
t,eo,k,keot5,5
t,eo,k,keot6,6
k,eo,k,keok1,1
k,eo,k,keok2,2
k,eo,k,keok3,3
k,eo,k,keok4,4
k,eo,k,keok5,5
k,eo,k,keok6,6
m,eo,k,keom1,1
m,eo,k,keom2,2
m,eo,k,keom3,3
m,eo,k,keom4,4
m,eo,k,keom5,5
m,eo,k,keom6,6
n,eo,k,keon1,1
n,eo,k,keon2,2
n,eo,k,keon3,3
n,eo,k,keon4,4
n,eo,k,keon5,5
n,eo,k,keon6,6
ng,eo,k,keong1,1
ng,eo,k,keong2,2
ng,eo,k,keong3,3
ng,eo,k,keong4,4
ng,eo,k,keong5,5
ng,eo,k,keong6,6
i,eo,k,keoi1,1
i,eo,k,keoi2,2
i,eo,k,keoi3,3
i,eo,k,keoi4,4
i,eo,k,keoi5,5
i,eo,k,keoi6,6
u,eo,k,keou1,1
u,eo,k,keou2,2
u,eo,k,keou3,3
u,eo,k,keou4,4
u,eo,k,keou5,5
u,eo,k,keou6,6
,eo,k,keo1,1
,eo,k,keo2,2
,eo,k,keo3,3
,eo,k,keo4,4
,eo,k,keo5,5
,eo,k,keo6,6
p,o,k,kop1,1
p,o,k,kop2,2
p,o,k,kop3,3
p,o,k,kop4,4
p,o,k,kop5,5
p,o,k,kop6,6
t,o,k,kot1,1
t,o,k,kot2,2
t,o,k,kot3,3
t,o,k,kot4,4
t,o,k,kot5,5
t,o,k,kot6,6
k,o,k,kok1,1
k,o,k,kok2,2
k,o,k,kok3,3
k,o,k,kok4,4
k,o,k,kok5,5
k,o,k,kok6,6
m,o,k,kom1,1
m,o,k,kom2,2
m,o,k,kom3,3
m,o,k,kom4,4
m,o,k,kom5,5
m,o,k,kom6,6
n,o,k,kon1,1
n,o,k,kon2,2
n,o,k,kon3,3
n,o,k,kon4,4
n,o,k,kon5,5
n,o,k,kon6,6
ng,o,k,kong1,1
ng,o,k,kong2,2
ng,o,k,kong3,3
ng,o,k,kong4,4
ng,o,k,kong5,5
ng,o,k,kong6,6
i,o,k,koi1,1
i,o,k,koi2,2
i,o,k,koi3,3
i,o,k,koi4,4
i,o,k,koi5,5
i,o,k,koi6,6
u,o,k,kou1,1
u,o,k,kou2,2
u,o,k,kou3,3
u,o,k,kou4,4
u,o,k,kou5,5
u,o,k,kou6,6
,o,k,ko1,1
,o,k,ko2,2
,o,k,ko3,3
,o,k,ko4,4
,o,k,ko5,5
,o,k,ko6,6
p,aa,kw,kwaap1,1
p,aa,kw,kwaap2,2
p,aa,kw,kwaap3,3
p,aa,kw,kwaap4,4
p,aa,kw,kwaap5,5
p,aa,kw,kwaap6,6
t,aa,kw,kwaat1,1
t,aa,kw,kwaat2,2
t,aa,kw,kwaat3,3
t,aa,kw,kwaat4,4
t,aa,kw,kwaat5,5
t,aa,kw,kwaat6,6
k,aa,kw,kwaak1,1
k,aa,kw,kwaak2,2
k,aa,kw,kwaak3,3
k,aa,kw,kwaak4,4
k,aa,kw,kwaak5,5
k,aa,kw,kwaak6,6
m,aa,kw,kwaam1,1
m,aa,kw,kwaam2,2
m,aa,kw,kwaam3,3
m,aa,kw,kwaam4,4
m,aa,kw,kwaam5,5
m,aa,kw,kwaam6,6
n,aa,kw,kwaan1,1
n,aa,kw,kwaan2,2
n,aa,kw,kwaan3,3
n,aa,kw,kwaan4,4
n,aa,kw,kwaan5,5
n,aa,kw,kwaan6,6
ng,aa,kw,kwaang1,1
ng,aa,kw,kwaang2,2
ng,aa,kw,kwaang3,3
ng,aa,kw,kwaang4,4
ng,aa,kw,kwaang5,5
ng,aa,kw,kwaang6,6
i,aa,kw,kwaai1,1
i,aa,kw,kwaai2,2
i,aa,kw,kwaai3,3
i,aa,kw,kwaai4,4
i,aa,kw,kwaai5,5
i,aa,kw,kwaai6,6
u,aa,kw,kwaau1,1
u,aa,kw,kwaau2,2
u,aa,kw,kwaau3,3
u,aa,kw,kwaau4,4
u,aa,kw,kwaau5,5
u,aa,kw,kwaau6,6
,aa,kw,kwaa1,1
,aa,kw,kwaa2,2
,aa,kw,kwaa3,3
,aa,kw,kwaa4,4
,aa,kw,kwaa5,5
,aa,kw,kwaa6,6
p,a,kw,kwap1,1
p,a,kw,kwap2,2
p,a,kw,kwap3,3
p,a,kw,kwap4,4
p,a,kw,kwap5,5
p,a,kw,kwap6,6
t,a,kw,kwat1,1
t,a,kw,kwat2,2
t,a,kw,kwat3,3
t,a,kw,kwat4,4
t,a,kw,kwat5,5
t,a,kw,kwat6,6
k,a,kw,kwak1,1
k,a,kw,kwak2,2
k,a,kw,kwak3,3
k,a,kw,kwak4,4
k,a,kw,kwak5,5
k,a,kw,kwak6,6
m,a,kw,kwam1,1
m,a,kw,kwam2,2
m,a,kw,kwam3,3
m,a,kw,kwam4,4
m,a,kw,kwam5,5
m,a,kw,kwam6,6
n,a,kw,kwan1,1
n,a,kw,kwan2,2
n,a,kw,kwan3,3
n,a,kw,kwan4,4
n,a,kw,kwan5,5
n,a,kw,kwan6,6
ng,a,kw,kwang1,1
ng,a,kw,kwang2,2
ng,a,kw,kwang3,3
ng,a,kw,kwang4,4
ng,a,kw,kwang5,5
ng,a,kw,kwang6,6
i,a,kw,kwai1,1
i,a,kw,kwai2,2
i,a,kw,kwai3,3
i,a,kw,kwai4,4
i,a,kw,kwai5,5
i,a,kw,kwai6,6
u,a,kw,kwau1,1
u,a,kw,kwau2,2
u,a,kw,kwau3,3
u,a,kw,kwau4,4
u,a,kw,kwau5,5
u,a,kw,kwau6,6
,a,kw,kwa1,1
,a,kw,kwa2,2
,a,kw,kwa3,3
,a,kw,kwa4,4
,a,kw,kwa5,5
,a,kw,kwa6,6
p,i,kw,kwip1,1
p,i,kw,kwip2,2
p,i,kw,kwip3,3
p,i,kw,kwip4,4
p,i,kw,kwip5,5
p,i,kw,kwip6,6
t,i,kw,kwit1,1
t,i,kw,kwit2,2
t,i,kw,kwit3,3
t,i,kw,kwit4,4
t,i,kw,kwit5,5
t,i,kw,kwit6,6
k,i,kw,kwik1,1
k,i,kw,kwik2,2
k,i,kw,kwik3,3
k,i,kw,kwik4,4
k,i,kw,kwik5,5
k,i,kw,kwik6,6
m,i,kw,kwim1,1
m,i,kw,kwim2,2
m,i,kw,kwim3,3
m,i,kw,kwim4,4
m,i,kw,kwim5,5
m,i,kw,kwim6,6
n,i,kw,kwin1,1
n,i,kw,kwin2,2
n,i,kw,kwin3,3
n,i,kw,kwin4,4
n,i,kw,kwin5,5
n,i,kw,kwin6,6
ng,i,kw,kwing1,1
ng,i,kw,kwing2,2
ng,i,kw,kwing3,3
ng,i,kw,kwing4,4
ng,i,kw,kwing5,5
ng,i,kw,kwing6,6
i,i,kw,kwii1,1
i,i,kw,kwii2,2
i,i,kw,kwii3,3
i,i,kw,kwii4,4
i,i,kw,kwii5,5
i,i,kw,kwii6,6
u,i,kw,kwiu1,1
u,i,kw,kwiu2,2
u,i,kw,kwiu3,3
u,i,kw,kwiu4,4
u,i,kw,kwiu5,5
u,i,kw,kwiu6,6
,i,kw,kwi1,1
,i,kw,kwi2,2
,i,kw,kwi3,3
,i,kw,kwi4,4
,i,kw,kwi5,5
,i,kw,kwi6,6
p,yu,kw,kwyup1,1
p,yu,kw,kwyup2,2
p,yu,kw,kwyup3,3
p,yu,kw,kwyup4,4
p,yu,kw,kwyup5,5
p,yu,kw,kwyup6,6
t,yu,kw,kwyut1,1
t,yu,kw,kwyut2,2
t,yu,kw,kwyut3,3
t,yu,kw,kwyut4,4
t,yu,kw,kwyut5,5
t,yu,kw,kwyut6,6
k,yu,kw,kwyuk1,1
k,yu,kw,kwyuk2,2
k,yu,kw,kwyuk3,3
k,yu,kw,kwyuk4,4
k,yu,kw,kwyuk5,5
k,yu,kw,kwyuk6,6
m,yu,kw,kwyum1,1
m,yu,kw,kwyum2,2
m,yu,kw,kwyum3,3
m,yu,kw,kwyum4,4
m,yu,kw,kwyum5,5
m,yu,kw,kwyum6,6
n,yu,kw,kwyun1,1
n,yu,kw,kwyun2,2
n,yu,kw,kwyun3,3
n,yu,kw,kwyun4,4
n,yu,kw,kwyun5,5
n,yu,kw,kwyun6,6
ng,yu,kw,kwyung1,1
ng,yu,kw,kwyung2,2
ng,yu,kw,kwyung3,3
ng,yu,kw,kwyung4,4
ng,yu,kw,kwyung5,5
ng,yu,kw,kwyung6,6
i,yu,kw,kwyui1,1
i,yu,kw,kwyui2,2
i,yu,kw,kwyui3,3
i,yu,kw,kwyui4,4
i,yu,kw,kwyui5,5
i,yu,kw,kwyui6,6
u,yu,kw,kwyuu1,1
u,yu,kw,kwyuu2,2
u,yu,kw,kwyuu3,3
u,yu,kw,kwyuu4,4
u,yu,kw,kwyuu5,5
u,yu,kw,kwyuu6,6
,yu,kw,kwyu1,1
,yu,kw,kwyu2,2
,yu,kw,kwyu3,3
,yu,kw,kwyu4,4
,yu,kw,kwyu5,5
,yu,kw,kwyu6,6
p,u,kw,kwup1,1
p,u,kw,kwup2,2
p,u,kw,kwup3,3
p,u,kw,kwup4,4
p,u,kw,kwup5,5
p,u,kw,kwup6,6
t,u,kw,kwut1,1
t,u,kw,kwut2,2
t,u,kw,kwut3,3
t,u,kw,kwut4,4
t,u,kw,kwut5,5
t,u,kw,kwut6,6
k,u,kw,kwuk1,1
k,u,kw,kwuk2,2
k,u,kw,kwuk3,3
k,u,kw,kwuk4,4
k,u,kw,kwuk5,5
k,u,kw,kwuk6,6
m,u,kw,kwum1,1
m,u,kw,kwum2,2
m,u,kw,kwum3,3
m,u,kw,kwum4,4
m,u,kw,kwum5,5
m,u,kw,kwum6,6
n,u,kw,kwun1,1
n,u,kw,kwun2,2
n,u,kw,kwun3,3
n,u,kw,kwun4,4
n,u,kw,kwun5,5
n,u,kw,kwun6,6
ng,u,kw,kwung1,1
ng,u,kw,kwung2,2
ng,u,kw,kwung3,3
ng,u,kw,kwung4,4
ng,u,kw,kwung5,5
ng,u,kw,kwung6,6
i,u,kw,kwui1,1
i,u,kw,kwui2,2
i,u,kw,kwui3,3
i,u,kw,kwui4,4
i,u,kw,kwui5,5
i,u,kw,kwui6,6
u,u,kw,kwuu1,1
u,u,kw,kwuu2,2
u,u,kw,kwuu3,3
u,u,kw,kwuu4,4
u,u,kw,kwuu5,5
u,u,kw,kwuu6,6
,u,kw,kwu1,1
,u,kw,kwu2,2
,u,kw,kwu3,3
,u,kw,kwu4,4
,u,kw,kwu5,5
,u,kw,kwu6,6
p,oe,kw,kwoep1,1
p,oe,kw,kwoep2,2
p,oe,kw,kwoep3,3
p,oe,kw,kwoep4,4
p,oe,kw,kwoep5,5
p,oe,kw,kwoep6,6
t,oe,kw,kwoet1,1
t,oe,kw,kwoet2,2
t,oe,kw,kwoet3,3
t,oe,kw,kwoet4,4
t,oe,kw,kwoet5,5
t,oe,kw,kwoet6,6
k,oe,kw,kwoek1,1
k,oe,kw,kwoek2,2
k,oe,kw,kwoek3,3
k,oe,kw,kwoek4,4
k,oe,kw,kwoek5,5
k,oe,kw,kwoek6,6
m,oe,kw,kwoem1,1
m,oe,kw,kwoem2,2
m,oe,kw,kwoem3,3
m,oe,kw,kwoem4,4
m,oe,kw,kwoem5,5
m,oe,kw,kwoem6,6
n,oe,kw,kwoen1,1
n,oe,kw,kwoen2,2
n,oe,kw,kwoen3,3
n,oe,kw,kwoen4,4
n,oe,kw,kwoen5,5
n,oe,kw,kwoen6,6
ng,oe,kw,kwoeng1,1
ng,oe,kw,kwoeng2,2
ng,oe,kw,kwoeng3,3
ng,oe,kw,kwoeng4,4
ng,oe,kw,kwoeng5,5
ng,oe,kw,kwoeng6,6
i,oe,kw,kwoei1,1
i,oe,kw,kwoei2,2
i,oe,kw,kwoei3,3
i,oe,kw,kwoei4,4
i,oe,kw,kwoei5,5
i,oe,kw,kwoei6,6
u,oe,kw,kwoeu1,1
u,oe,kw,kwoeu2,2
u,oe,kw,kwoeu3,3
u,oe,kw,kwoeu4,4
u,oe,kw,kwoeu5,5
u,oe,kw,kwoeu6,6
,oe,kw,kwoe1,1
,oe,kw,kwoe2,2
,oe,kw,kwoe3,3
,oe,kw,kwoe4,4
,oe,kw,kwoe5,5
,oe,kw,kwoe6,6
p,e,kw,kwep1,1
p,e,kw,kwep2,2
p,e,kw,kwep3,3
p,e,kw,kwep4,4
p,e,kw,kwep5,5
p,e,kw,kwep6,6
t,e,kw,kwet1,1
t,e,kw,kwet2,2
t,e,kw,kwet3,3
t,e,kw,kwet4,4
t,e,kw,kwet5,5
t,e,kw,kwet6,6
k,e,kw,kwek1,1
k,e,kw,kwek2,2
k,e,kw,kwek3,3
k,e,kw,kwek4,4
k,e,kw,kwek5,5
k,e,kw,kwek6,6
m,e,kw,kwem1,1
m,e,kw,kwem2,2
m,e,kw,kwem3,3
m,e,kw,kwem4,4
m,e,kw,kwem5,5
m,e,kw,kwem6,6
n,e,kw,kwen1,1
n,e,kw,kwen2,2
n,e,kw,kwen3,3
n,e,kw,kwen4,4
n,e,kw,kwen5,5
n,e,kw,kwen6,6
ng,e,kw,kweng1,1
ng,e,kw,kweng2,2
ng,e,kw,kweng3,3
ng,e,kw,kweng4,4
ng,e,kw,kweng5,5
ng,e,kw,kweng6,6
i,e,kw,kwei1,1
i,e,kw,kwei2,2
i,e,kw,kwei3,3
i,e,kw,kwei4,4
