coda,nucleus,onset,jyutping,tone
,o,m,mo5,5
,o,m,mo6,6
p,aa,n,naap1,1
p,aa,n,naap2,2
p,aa,n,naap3,3
p,aa,n,naap4,4
p,aa,n,naap5,5
p,aa,n,naap6,6
t,aa,n,naat1,1
t,aa,n,naat2,2
t,aa,n,naat3,3
t,aa,n,naat4,4
t,aa,n,naat5,5
t,aa,n,naat6,6
k,aa,n,naak1,1
k,aa,n,naak2,2
k,aa,n,naak3,3
k,aa,n,naak4,4
k,aa,n,naak5,5
k,aa,n,naak6,6
m,aa,n,naam1,1
m,aa,n,naam2,2
m,aa,n,naam3,3
m,aa,n,naam4,4
m,aa,n,naam5,5
m,aa,n,naam6,6
n,aa,n,naan1,1
n,aa,n,naan2,2
n,aa,n,naan3,3
n,aa,n,naan4,4
n,aa,n,naan5,5
n,aa,n,naan6,6
ng,aa,n,naang1,1
ng,aa,n,naang2,2
ng,aa,n,naang3,3
ng,aa,n,naang4,4
ng,aa,n,naang5,5
ng,aa,n,naang6,6
i,aa,n,naai1,1
i,aa,n,naai2,2
i,aa,n,naai3,3
i,aa,n,naai4,4
i,aa,n,naai5,5
i,aa,n,naai6,6
u,aa,n,naau1,1
u,aa,n,naau2,2
u,aa,n,naau3,3
u,aa,n,naau4,4
u,aa,n,naau5,5
u,aa,n,naau6,6
,aa,n,naa1,1
,aa,n,naa2,2
,aa,n,naa3,3
,aa,n,naa4,4
,aa,n,naa5,5
,aa,n,naa6,6
p,a,n,nap1,1
p,a,n,nap2,2
p,a,n,nap3,3
p,a,n,nap4,4
p,a,n,nap5,5
p,a,n,nap6,6
t,a,n,nat1,1
t,a,n,nat2,2
t,a,n,nat3,3
t,a,n,nat4,4
t,a,n,nat5,5
t,a,n,nat6,6
k,a,n,nak1,1
k,a,n,nak2,2
k,a,n,nak3,3
k,a,n,nak4,4
k,a,n,nak5,5
k,a,n,nak6,6
m,a,n,nam1,1
m,a,n,nam2,2
m,a,n,nam3,3
m,a,n,nam4,4
m,a,n,nam5,5
m,a,n,nam6,6
n,a,n,nan1,1
n,a,n,nan2,2
n,a,n,nan3,3
n,a,n,nan4,4
n,a,n,nan5,5
n,a,n,nan6,6
ng,a,n,nang1,1
ng,a,n,nang2,2
ng,a,n,nang3,3
ng,a,n,nang4,4
ng,a,n,nang5,5
ng,a,n,nang6,6
i,a,n,nai1,1
i,a,n,nai2,2
i,a,n,nai3,3
i,a,n,nai4,4
i,a,n,nai5,5
i,a,n,nai6,6
u,a,n,nau1,1
u,a,n,nau2,2
u,a,n,nau3,3
u,a,n,nau4,4
u,a,n,nau5,5
u,a,n,nau6,6
,a,n,na1,1
,a,n,na2,2
,a,n,na3,3
,a,n,na4,4
,a,n,na5,5
,a,n,na6,6
p,i,n,nip1,1
p,i,n,nip2,2
p,i,n,nip3,3
p,i,n,nip4,4
p,i,n,nip5,5
p,i,n,nip6,6
t,i,n,nit1,1
t,i,n,nit2,2
t,i,n,nit3,3
t,i,n,nit4,4
t,i,n,nit5,5
t,i,n,nit6,6
k,i,n,nik1,1
k,i,n,nik2,2
k,i,n,nik3,3
k,i,n,nik4,4
k,i,n,nik5,5
k,i,n,nik6,6
m,i,n,nim1,1
m,i,n,nim2,2
m,i,n,nim3,3
m,i,n,nim4,4
m,i,n,nim5,5
m,i,n,nim6,6
n,i,n,nin1,1
n,i,n,nin2,2
n,i,n,nin3,3
n,i,n,nin4,4
n,i,n,nin5,5
n,i,n,nin6,6
ng,i,n,ning1,1
ng,i,n,ning2,2
ng,i,n,ning3,3
ng,i,n,ning4,4
ng,i,n,ning5,5
ng,i,n,ning6,6
i,i,n,nii1,1
i,i,n,nii2,2
i,i,n,nii3,3
i,i,n,nii4,4
i,i,n,nii5,5
i,i,n,nii6,6
u,i,n,niu1,1
u,i,n,niu2,2
u,i,n,niu3,3
u,i,n,niu4,4
u,i,n,niu5,5
u,i,n,niu6,6
,i,n,ni1,1
,i,n,ni2,2
,i,n,ni3,3
,i,n,ni4,4
,i,n,ni5,5
,i,n,ni6,6
p,yu,n,nyup1,1
p,yu,n,nyup2,2
p,yu,n,nyup3,3
p,yu,n,nyup4,4
p,yu,n,nyup5,5
p,yu,n,nyup6,6
t,yu,n,nyut1,1
t,yu,n,nyut2,2
t,yu,n,nyut3,3
t,yu,n,nyut4,4
t,yu,n,nyut5,5
t,yu,n,nyut6,6
k,yu,n,nyuk1,1
k,yu,n,nyuk2,2
k,yu,n,nyuk3,3
k,yu,n,nyuk4,4
k,yu,n,nyuk5,5
k,yu,n,nyuk6,6
m,yu,n,nyum1,1
m,yu,n,nyum2,2
m,yu,n,nyum3,3
m,yu,n,nyum4,4
m,yu,n,nyum5,5
m,yu,n,nyum6,6
n,yu,n,nyun1,1
n,yu,n,nyun2,2
n,yu,n,nyun3,3
n,yu,n,nyun4,4
n,yu,n,nyun5,5
n,yu,n,nyun6,6
ng,yu,n,nyung1,1
ng,yu,n,nyung2,2
ng,yu,n,nyung3,3
ng,yu,n,nyung4,4
ng,yu,n,nyung5,5
ng,yu,n,nyung6,6
i,yu,n,nyui1,1
i,yu,n,nyui2,2
i,yu,n,nyui3,3
i,yu,n,nyui4,4
i,yu,n,nyui5,5
i,yu,n,nyui6,6
u,yu,n,nyuu1,1
u,yu,n,nyuu2,2
u,yu,n,nyuu3,3
u,yu,n,nyuu4,4
u,yu,n,nyuu5,5
u,yu,n,nyuu6,6
,yu,n,nyu1,1
,yu,n,nyu2,2
,yu,n,nyu3,3
,yu,n,nyu4,4
,yu,n,nyu5,5
,yu,n,nyu6,6
p,u,n,nup1,1
p,u,n,nup2,2
p,u,n,nup3,3
p,u,n,nup4,4
p,u,n,nup5,5
p,u,n,nup6,6
t,u,n,nut1,1
t,u,n,nut2,2
t,u,n,nut3,3
t,u,n,nut4,4
t,u,n,nut5,5
t,u,n,nut6,6
k,u,n,nuk1,1
k,u,n,nuk2,2
k,u,n,nuk3,3
k,u,n,nuk4,4
k,u,n,nuk5,5
k,u,n,nuk6,6
m,u,n,num1,1
m,u,n,num2,2
m,u,n,num3,3
m,u,n,num4,4
m,u,n,num5,5
m,u,n,num6,6
n,u,n,nun1,1
n,u,n,nun2,2
n,u,n,nun3,3
n,u,n,nun4,4
n,u,n,nun5,5
n,u,n,nun6,6
ng,u,n,nung1,1
ng,u,n,nung2,2
ng,u,n,nung3,3
ng,u,n,nung4,4
ng,u,n,nung5,5
ng,u,n,nung6,6
i,u,n,nui1,1
i,u,n,nui2,2
i,u,n,nui3,3
i,u,n,nui4,4
i,u,n,nui5,5
i,u,n,nui6,6
u,u,n,nuu1,1
u,u,n,nuu2,2
u,u,n,nuu3,3
u,u,n,nuu4,4
u,u,n,nuu5,5
u,u,n,nuu6,6
,u,n,nu1,1
,u,n,nu2,2
,u,n,nu3,3
,u,n,nu4,4
,u,n,nu5,5
,u,n,nu6,6
p,oe,n,noep1,1
p,oe,n,noep2,2
p,oe,n,noep3,3
p,oe,n,noep4,4
p,oe,n,noep5,5
p,oe,n,noep6,6
t,oe,n,noet1,1
t,oe,n,noet2,2
t,oe,n,noet3,3
t,oe,n,noet4,4
t,oe,n,noet5,5
t,oe,n,noet6,6
k,oe,n,noek1,1
k,oe,n,noek2,2
k,oe,n,noek3,3
k,oe,n,noek4,4
k,oe,n,noek5,5
k,oe,n,noek6,6
m,oe,n,noem1,1
m,oe,n,noem2,2
m,oe,n,noem3,3
m,oe,n,noem4,4
m,oe,n,noem5,5
m,oe,n,noem6,6
n,oe,n,noen1,1
n,oe,n,noen2,2
n,oe,n,noen3,3
n,oe,n,noen4,4
n,oe,n,noen5,5
n,oe,n,noen6,6
ng,oe,n,noeng1,1
ng,oe,n,noeng2,2
ng,oe,n,noeng3,3
ng,oe,n,noeng4,4
ng,oe,n,noeng5,5
ng,oe,n,noeng6,6
i,oe,n,noei1,1
i,oe,n,noei2,2
i,oe,n,noei3,3
i,oe,n,noei4,4
i,oe,n,noei5,5
i,oe,n,noei6,6
u,oe,n,noeu1,1
u,oe,n,noeu2,2
u,oe,n,noeu3,3
u,oe,n,noeu4,4
u,oe,n,noeu5,5
u,oe,n,noeu6,6
,oe,n,noe1,1
,oe,n,noe2,2
,oe,n,noe3,3
,oe,n,noe4,4
,oe,n,noe5,5
,oe,n,noe6,6
p,e,n,nep1,1
p,e,n,nep2,2
p,e,n,nep3,3
p,e,n,nep4,4
p,e,n,nep5,5
p,e,n,nep6,6
t,e,n,net1,1
t,e,n,net2,2
t,e,n,net3,3
t,e,n,net4,4
t,e,n,net5,5
t,e,n,net6,6
k,e,n,nek1,1
k,e,n,nek2,2
k,e,n,nek3,3
k,e,n,nek4,4
k,e,n,nek5,5
k,e,n,nek6,6
m,e,n,nem1,1
m,e,n,nem2,2
m,e,n,nem3,3
m,e,n,nem4,4
m,e,n,nem5,5
m,e,n,nem6,6
n,e,n,nen1,1
n,e,n,nen2,2
n,e,n,nen3,3
n,e,n,nen4,4
n,e,n,nen5,5
n,e,n,nen6,6
ng,e,n,neng1,1
ng,e,n,neng2,2
ng,e,n,neng3,3
ng,e,n,neng4,4
ng,e,n,neng5,5
ng,e,n,neng6,6
i,e,n,nei1,1
i,e,n,nei2,2
i,e,n,nei3,3
i,e,n,nei4,4
i,e,n,nei5,5
i,e,n,nei6,6
u,e,n,neu1,1
u,e,n,neu2,2
u,e,n,neu3,3
u,e,n,neu4,4
u,e,n,neu5,5
u,e,n,neu6,6
,e,n,ne1,1
,e,n,ne2,2
,e,n,ne3,3
,e,n,ne4,4
,e,n,ne5,5
,e,n,ne6,6
p,eo,n,neop1,1
p,eo,n,neop2,2
p,eo,n,neop3,3
p,eo,n,neop4,4
p,eo,n,neop5,5
p,eo,n,neop6,6
t,eo,n,neot1,1
t,eo,n,neot2,2
t,eo,n,neot3,3
t,eo,n,neot4,4
t,eo,n,neot5,5
t,eo,n,neot6,6
k,eo,n,neok1,1
k,eo,n,neok2,2
k,eo,n,neok3,3
k,eo,n,neok4,4
k,eo,n,neok5,5
k,eo,n,neok6,6
m,eo,n,neom1,1
m,eo,n,neom2,2
m,eo,n,neom3,3
m,eo,n,neom4,4
m,eo,n,neom5,5
m,eo,n,neom6,6
n,eo,n,neon1,1
n,eo,n,neon2,2
n,eo,n,neon3,3
n,eo,n,neon4,4
n,eo,n,neon5,5
n,eo,n,neon6,6
ng,eo,n,neong1,1
ng,eo,n,neong2,2
ng,eo,n,neong3,3
ng,eo,n,neong4,4
ng,eo,n,neong5,5
ng,eo,n,neong6,6
i,eo,n,neoi1,1
i,eo,n,neoi2,2
i,eo,n,neoi3,3
i,eo,n,neoi4,4
i,eo,n,neoi5,5
i,eo,n,neoi6,6
u,eo,n,neou1,1
u,eo,n,neou2,2
u,eo,n,neou3,3
u,eo,n,neou4,4
u,eo,n,neou5,5
u,eo,n,neou6,6
,eo,n,neo1,1
,eo,n,neo2,2
,eo,n,neo3,3
,eo,n,neo4,4
,eo,n,neo5,5
,eo,n,neo6,6
p,o,n,nop1,1
p,o,n,nop2,2
p,o,n,nop3,3
p,o,n,nop4,4
p,o,n,nop5,5
p,o,n,nop6,6
t,o,n,not1,1
t,o,n,not2,2
t,o,n,not3,3
t,o,n,not4,4
t,o,n,not5,5
t,o,n,not6,6
k,o,n,nok1,1
k,o,n,nok2,2
k,o,n,nok3,3
k,o,n,nok4,4
k,o,n,nok5,5
k,o,n,nok6,6
m,o,n,nom1,1
m,o,n,nom2,2
m,o,n,nom3,3
m,o,n,nom4,4
m,o,n,nom5,5
m,o,n,nom6,6
n,o,n,non1,1
n,o,n,non2,2
n,o,n,non3,3
n,o,n,non4,4
n,o,n,non5,5
n,o,n,non6,6
ng,o,n,nong1,1
ng,o,n,nong2,2
ng,o,n,nong3,3
ng,o,n,nong4,4
ng,o,n,nong5,5
ng,o,n,nong6,6
i,o,n,noi1,1
i,o,n,noi2,2
i,o,n,noi3,3
i,o,n,noi4,4
i,o,n,noi5,5
i,o,n,noi6,6
u,o,n,nou1,1
u,o,n,nou2,2
u,o,n,nou3,3
u,o,n,nou4,4
u,o,n,nou5,5
u,o,n,nou6,6
,o,n,no1,1
,o,n,no2,2
,o,n,no3,3
,o,n,no4,4
,o,n,no5,5
,o,n,no6,6
p,aa,ng,ngaap1,1
p,aa,ng,ngaap2,2
p,aa,ng,ngaap3,3
p,aa,ng,ngaap4,4
p,aa,ng,ngaap5,5
p,aa,ng,ngaap6,6
t,aa,ng,ngaat1,1
t,aa,ng,ngaat2,2
t,aa,ng,ngaat3,3
t,aa,ng,ngaat4,4
t,aa,ng,ngaat5,5
t,aa,ng,ngaat6,6
k,aa,ng,ngaak1,1
k,aa,ng,ngaak2,2
k,aa,ng,ngaak3,3
k,aa,ng,ngaak4,4
k,aa,ng,ngaak5,5
k,aa,ng,ngaak6,6
m,aa,ng,ngaam1,1
m,aa,ng,ngaam2,2
m,aa,ng,ngaam3,3
m,aa,ng,ngaam4,4
m,aa,ng,ngaam5,5
m,aa,ng,ngaam6,6
n,aa,ng,ngaan1,1
n,aa,ng,ngaan2,2
n,aa,ng,ngaan3,3
n,aa,ng,ngaan4,4
n,aa,ng,ngaan5,5
n,aa,ng,ngaan6,6
ng,aa,ng,ngaang1,1
ng,aa,ng,ngaang2,2
ng,aa,ng,ngaang3,3
ng,aa,ng,ngaang4,4
ng,aa,ng,ngaang5,5
ng,aa,ng,ngaang6,6
i,aa,ng,ngaai1,1
i,aa,ng,ngaai2,2
i,aa,ng,ngaai3,3
i,aa,ng,ngaai4,4
i,aa,ng,ngaai5,5
i,aa,ng,ngaai6,6
u,aa,ng,ngaau1,1
u,aa,ng,ngaau2,2
u,aa,ng,ngaau3,3
u,aa,ng,ngaau4,4
u,aa,ng,ngaau5,5
u,aa,ng,ngaau6,6
,aa,ng,ngaa1,1
,aa,ng,ngaa2,2
,aa,ng,ngaa3,3
,aa,ng,ngaa4,4
,aa,ng,ngaa5,5
,aa,ng,ngaa6,6
p,a,ng,ngap1,1
p,a,ng,ngap2,2
p,a,ng,ngap3,3
p,a,ng,ngap4,4
p,a,ng,ngap5,5
p,a,ng,ngap6,6
t,a,ng,ngat1,1
t,a,ng,ngat2,2
t,a,ng,ngat3,3
t,a,ng,ngat4,4
t,a,ng,ngat5,5
t,a,ng,ngat6,6
k,a,ng,ngak1,1
k,a,ng,ngak2,2
k,a,ng,ngak3,3
k,a,ng,ngak4,4
k,a,ng,ngak5,5
k,a,ng,ngak6,6
m,a,ng,ngam1,1
m,a,ng,ngam2,2
m,a,ng,ngam3,3
m,a,ng,ngam4,4
m,a,ng,ngam5,5
m,a,ng,ngam6,6
n,a,ng,ngan1,1
n,a,ng,ngan2,2
n,a,ng,ngan3,3
n,a,ng,ngan4,4
n,a,ng,ngan5,5
n,a,ng,ngan6,6
ng,a,ng,ngang1,1
ng,a,ng,ngang2,2
ng,a,ng,ngang3,3
ng,a,ng,ngang4,4
ng,a,ng,ngang5,5
ng,a,ng,ngang6,6
i,a,ng,ngai1,1
i,a,ng,ngai2,2
i,a,ng,ngai3,3
i,a,ng,ngai4,4
i,a,ng,ngai5,5
i,a,ng,ngai6,6
u,a,ng,ngau1,1
u,a,ng,ngau2,2
u,a,ng,ngau3,3
u,a,ng,ngau4,4
u,a,ng,ngau5,5
u,a,ng,ngau6,6
,a,ng,nga1,1
,a,ng,nga2,2
,a,ng,nga3,3
,a,ng,nga4,4
,a,ng,nga5,5
,a,ng,nga6,6
p,i,ng,ngip1,1
p,i,ng,ngip2,2
p,i,ng,ngip3,3
p,i,ng,ngip4,4
p,i,ng,ngip5,5
p,i,ng,ngip6,6
t,i,ng,ngit1,1
t,i,ng,ngit2,2
t,i,ng,ngit3,3
t,i,ng,ngit4,4
t,i,ng,ngit5,5
t,i,ng,ngit6,6
k,i,ng,ngik1,1
k,i,ng,ngik2,2
k,i,ng,ngik3,3
k,i,ng,ngik4,4
k,i,ng,ngik5,5
k,i,ng,ngik6,6
m,i,ng,ngim1,1
m,i,ng,ngim2,2
m,i,ng,ngim3,3
m,i,ng,ngim4,4
m,i,ng,ngim5,5
m,i,ng,ngim6,6
n,i,ng,ngin1,1
n,i,ng,ngin2,2
n,i,ng,ngin3,3
n,i,ng,ngin4,4
n,i,ng,ngin5,5
n,i,ng,ngin6,6
ng,i,ng,nging1,1
ng,i,ng,nging2,2
ng,i,ng,nging3,3
ng,i,ng,nging4,4
ng,i,ng,nging5,5
ng,i,ng,nging6,6
i,i,ng,ngii1,1
i,i,ng,ngii2,2
i,i,ng,ngii3,3
i,i,ng,ngii4,4
i,i,ng,ngii5,5
i,i,ng,ngii6,6
u,i,ng,ngiu1,1
u,i,ng,ngiu2,2
u,i,ng,ngiu3,3
u,i,ng,ngiu4,4
u,i,ng,ngiu5,5
u,i,ng,ngiu6,6
,i,ng,ngi1,1
,i,ng,ngi2,2
,i,ng,ngi3,3
,i,ng,ngi4,4
,i,ng,ngi5,5
,i,ng,ngi6,6
p,yu,ng,ngyup1,1
p,yu,ng,ngyup2,2
p,yu,ng,ngyup3,3
p,yu,ng,ngyup4,4
p,yu,ng,ngyup5,5
p,yu,ng,ngyup6,6
t,yu,ng,ngyut1,1
t,yu,ng,ngyut2,2
t,yu,ng,ngyut3,3
t,yu,ng,ngyut4,4
t,yu,ng,ngyut5,5
t,yu,ng,ngyut6,6
k,yu,ng,ngyuk1,1
k,yu,ng,ngyuk2,2
k,yu,ng,ngyuk3,3
k,yu,ng,ngyuk4,4
k,yu,ng,ngyuk5,5
k,yu,ng,ngyuk6,6
m,yu,ng,ngyum1,1
m,yu,ng,ngyum2,2
m,yu,ng,ngyum3,3
m,yu,ng,ngyum4,4
m,yu,ng,ngyum5,5
m,yu,ng,ngyum6,6
n,yu,ng,ngyun1,1
n,yu,ng,ngyun2,2
n,yu,ng,ngyun3,3
n,yu,ng,ngyun4,4
n,yu,ng,ngyun5,5
n,yu,ng,ngyun6,6
ng,yu,ng,ngyung1,1
ng,yu,ng,ngyung2,2
ng,yu,ng,ngyung3,3
ng,yu,ng,ngyung4,4
ng,yu,ng,ngyung5,5
ng,yu,ng,ngyung6,6
i,yu,ng,ngyui1,1
i,yu,ng,ngyui2,2
i,yu,ng,ngyui3,3
i,yu,ng,ngyui4,4
i,yu,ng,ngyui5,5
i,yu,ng,ngyui6,6
u,yu,ng,ngyuu1,1
u,yu,ng,ngyuu2,2
u,yu,ng,ngyuu3,3
u,yu,ng,ngyuu4,4
u,yu,ng,ngyuu5,5
u,yu,ng,ngyuu6,6
,yu,ng,ngyu1,1
,yu,ng,ngyu2,2
,yu,ng,ngyu3,3
,yu,ng,ngyu4,4
,yu,ng,ngyu5,5
,yu,ng,ngyu6,6
p,u,ng,ngup1,1
p,u,ng,ngup2,2
p,u,ng,ngup3,3
p,u,ng,ngup4,4
p,u,ng,ngup5,5
p,u,ng,ngup6,6
t,u,ng,ngut1,1
t,u,ng,ngut2,2
t,u,ng,ngut3,3
t,u,ng,ngut4,4
t,u,ng,ngut5,5
t,u,ng,ngut6,6
k,u,ng,nguk1,1
k,u,ng,nguk2,2
k,u,ng,nguk3,3
k,u,ng,nguk4,4
k,u,ng,nguk5,5
k,u,ng,nguk6,6
m,u,ng,ngum1,1
m,u,ng,ngum2,2
m,u,ng,ngum3,3
m,u,ng,ngum4,4
m,u,ng,ngum5,5
m,u,ng,ngum6,6
n,u,ng,ngun1,1
n,u,ng,ngun2,2
n,u,ng,ngun3,3
n,u,ng,ngun4,4
n,u,ng,ngun5,5
n,u,ng,ngun6,6
ng,u,ng,ngung1,1
ng,u,ng,ngung2,2
ng,u,ng,ngung3,3
ng,u,ng,ngung4,4
ng,u,ng,ngung5,5
ng,u,ng,ngung6,6
i,u,ng,ngui1,1
i,u,ng,ngui2,2
i,u,ng,ngui3,3
i,u,ng,ngui4,4
i,u,ng,ngui5,5
i,u,ng,ngui6,6
u,u,ng,nguu1,1
u,u,ng,nguu2,2
u,u,ng,nguu3,3
u,u,ng,nguu4,4
u,u,ng,nguu5,5
u,u,ng,nguu6,6
,u,ng,ngu1,1
,u,ng,ngu2,2
,u,ng,ngu3,3
,u,ng,ngu4,4
,u,ng,ngu5,5
,u,ng,ngu6,6
p,oe,ng,ngoep1,1
p,oe,ng,ngoep2,2
p,oe,ng,ngoep3,3
p,oe,ng,ngoep4,4
p,oe,ng,ngoep5,5
p,oe,ng,ngoep6,6
t,oe,ng,ngoet1,1
t,oe,ng,ngoet2,2
t,oe,ng,ngoet3,3
t,oe,ng,ngoet4,4
t,oe,ng,ngoet5,5
t,oe,ng,ngoet6,6
k,oe,ng,ngoek1,1
k,oe,ng,ngoek2,2
k,oe,ng,ngoek3,3
k,oe,ng,ngoek4,4
k,oe,ng,ngoek5,5
k,oe,ng,ngoek6,6
m,oe,ng,ngoem1,1
m,oe,ng,ngoem2,2
m,oe,ng,ngoem3,3
m,oe,ng,ngoem4,4
m,oe,ng,ngoem5,5
m,oe,ng,ngoem6,6
n,oe,ng,ngoen1,1
n,oe,ng,ngoen2,2
n,oe,ng,ngoen3,3
n,oe,ng,ngoen4,4
n,oe,ng,ngoen5,5
n,oe,ng,ngoen6,6
ng,oe,ng,ngoeng1,1
ng,oe,ng,ngoeng2,2
ng,oe,ng,ngoeng3,3
ng,oe,ng,ngoeng4,4
ng,oe,ng,ngoeng5,5
ng,oe,ng,ngoeng6,6
i,oe,ng,ngoei1,1
i,oe,ng,ngoei2,2
i,oe,ng,ngoei3,3
i,oe,ng,ngoei4,4
i,oe,ng,ngoei5,5
i,oe,ng,ngoei6,6
u,oe,ng,ngoeu1,1
u,oe,ng,ngoeu2,2
u,oe,ng,ngoeu3,3
u,oe,ng,ngoeu4,4
u,oe,ng,ngoeu5,5
u,oe,ng,ngoeu6,6
,oe,ng,ngoe1,1
,oe,ng,ngoe2,2
,oe,ng,ngoe3,3
,oe,ng,ngoe4,4
,oe,ng,ngoe5,5
,oe,ng,ngoe6,6
p,e,ng,ngep1,1
p,e,ng,ngep2,2
p,e,ng,ngep3,3
p,e,ng,ngep4,4
p,e,ng,ngep5,5
p,e,ng,ngep6,6
t,e,ng,nget1,1
t,e,ng,nget2,2
t,e,ng,nget3,3
t,e,ng,nget4,4
t,e,ng,nget5,5
t,e,ng,nget6,6
k,e,ng,ngek1,1
k,e,ng,ngek2,2
k,e,ng,ngek3,3
k,e,ng,ngek4,4
k,e,ng,ngek5,5
k,e,ng,ngek6,6
m,e,ng,ngem1,1
m,e,ng,ngem2,2
m,e,ng,ngem3,3
m,e,ng,ngem4,4
m,e,ng,ngem5,5
m,e,ng,ngem6,6
n,e,ng,ngen1,1
n,e,ng,ngen2,2
n,e,ng,ngen3,3
n,e,ng,ngen4,4
n,e,ng,ngen5,5
n,e,ng,ngen6,6
ng,e,ng,ngeng1,1
ng,e,ng,ngeng2,2
ng,e,ng,ngeng3,3
ng,e,ng,ngeng4,4
ng,e,ng,ngeng5,5
ng,e,ng,ngeng6,6
i,e,ng,ngei1,1
i,e,ng,ngei2,2
i,e,ng,ngei3,3
i,e,ng,ngei4,4
i,e,ng,ngei5,5
i,e,ng,ngei6,6
u,e,ng,ngeu1,1
u,e,ng,ngeu2,2
u,e,ng,ngeu3,3
u,e,ng,ngeu4,4
u,e,ng,ngeu5,5
u,e,ng,ngeu6,6
,e,ng,nge1,1
,e,ng,nge2,2
,e,ng,nge3,3
,e,ng,nge4,4
,e,ng,nge5,5
,e,ng,nge6,6
p,eo,ng,ngeop1,1
p,eo,ng,ngeop2,2
p,eo,ng,ngeop3,3
p,eo,ng,ngeop4,4
p,eo,ng,ngeop5,5
p,eo,ng,ngeop6,6
t,eo,ng,ngeot1,1
t,eo,ng,ngeot2,2
t,eo,ng,ngeot3,3
t,eo,ng,ngeot4,4
t,eo,ng,ngeot5,5
t,eo,ng,ngeot6,6
k,eo,ng,ngeok1,1
k,eo,ng,ngeok2,2
k,eo,ng,ngeok3,3
k,eo,ng,ngeok4,4
k,eo,ng,ngeok5,5
k,eo,ng,ngeok6,6
m,eo,ng,ngeom1,1
m,eo,ng,ngeom2,2
m,eo,ng,ngeom3,3
m,eo,ng,ngeom4,4
m,eo,ng,ngeom5,5
m,eo,ng,ngeom6,6
n,eo,ng,ngeon1,1
n,eo,ng,ngeon2,2
n,eo,ng,ngeon3,3
n,eo,ng,ngeon4,4
n,eo,ng,ngeon5,5
n,eo,ng,ngeon6,6
ng,eo,ng,ngeong1,1
ng,eo,ng,ngeong2,2
ng,eo,ng,ngeong3,3
ng,eo,ng,ngeong4,4
ng,eo,ng,ngeong5,5
ng,eo,ng,ngeong6,6
i,eo,ng,ngeoi1,1
i,eo,ng,ngeoi2,2
i,eo,ng,ngeoi3,3
i,eo,ng,ngeoi4,4
i,eo,ng,ngeoi5,5
i,eo,ng,ngeoi6,6
u,eo,ng,ngeou1,1
u,eo,ng,ngeou2,2
u,eo,ng,ngeou3,3
u,eo,ng,ngeou4,4
u,eo,ng,ngeou5,5
u,eo,ng,ngeou6,6
,eo,ng,ngeo1,1
,eo,ng,ngeo2,2
,eo,ng,ngeo3,3
,eo,ng,ngeo4,4
,eo,ng,ngeo5,5
,eo,ng,ngeo6,6
p,o,ng,ngop1,1
p,o,ng,ngop2,2
p,o,ng,ngop3,3
p,o,ng,ngop4,4
p,o,ng,ngop5,5
p,o,ng,ngop6,6
t,o,ng,ngot1,1
t,o,ng,ngot2,2
t,o,ng,ngot3,3
t,o,ng,ngot4,4
t,o,ng,ngot5,5
t,o,ng,ngot6,6
k,o,ng,ngok1,1
k,o,ng,ngok2,2
k,o,ng,ngok3,3
k,o,ng,ngok4,4
k,o,ng,ngok5,5
k,o,ng,ngok6,6
m,o,ng,ngom1,1
m,o,ng,ngom2,2
m,o,ng,ngom3,3
m,o,ng,ngom4,4
m,o,ng,ngom5,5
m,o,ng,ngom6,6
n,o,ng,ngon1,1
n,o,ng,ngon2,2
n,o,ng,ngon3,3
n,o,ng,ngon4,4
n,o,ng,ngon5,5
n,o,ng,ngon6,6
ng,o,ng,ngong1,1
ng,o,ng,ngong2,2
ng,o,ng,ngong3,3
ng,o,ng,ngong4,4
ng,o,ng,ngong5,5
ng,o,ng,ngong6,6
i,o,ng,ngoi1,1
i,o,ng,ngoi2,2
i,o,ng,ngoi3,3
i,o,ng,ngoi4,4
i,o,ng,ngoi5,5
i,o,ng,ngoi6,6
u,o,ng,ngou1,1
u,o,ng,ngou2,2
u,o,ng,ngou3,3
u,o,ng,ngou4,4
u,o,ng,ngou5,5
u,o,ng,ngou6,6
,o,ng,ngo1,1
,o,ng,ngo2,2
,o,ng,ngo3,3
,o,ng,ngo4,4
,o,ng,ngo5,5
,o,ng,ngo6,6
p,aa,f,faap1,1
p,aa,f,faap2,2
p,aa,f,faap3,3
p,aa,f,faap4,4
p,aa,f,faap5,5
p,aa,f,faap6,6
t,aa,f,faat1,1
t,aa,f,faat2,2
t,aa,f,faat3,3
t,aa,f,faat4,4
t,aa,f,faat5,5
t,aa,f,faat6,6
k,aa,f,faak1,1
k,aa,f,faak2,2
k,aa,f,faak3,3
k,aa,f,faak4,4
k,aa,f,faak5,5
k,aa,f,faak6,6
m,aa,f,faam1,1
m,aa,f,faam2,2
m,aa,f,faam3,3
m,aa,f,faam4,4
m,aa,f,faam5,5
m,aa,f,faam6,6
n,aa,f,faan1,1
n,aa,f,faan2,2
n,aa,f,faan3,3
n,aa,f,faan4,4
n,aa,f,faan5,5
n,aa,f,faan6,6
ng,aa,f,faang1,1
ng,aa,f,faang2,2
ng,aa,f,faang3,3
ng,aa,f,faang4,4
ng,aa,f,faang5,5
ng,aa,f,faang6,6
i,aa,f,faai1,1
i,aa,f,faai2,2
i,aa,f,faai3,3
i,aa,f,faai4,4
i,aa,f,faai5,5
i,aa,f,faai6,6
u,aa,f,faau1,1
u,aa,f,faau2,2
